"sid","title","authors","year","doi","status","reason"
202,"Hyperoxia increases maximum oxygen consumption and aerobic scope of intertidal fish facing acutely high temperatures","McArley, Tristan J.; Hickey, Anthony J. R.; Herbert, Neill A.",2018,"10.1242/jeb.189993","excluded_abstract","reasearch not in humans"
203,"Aerobic Capacity According to Playing Role and Position in Elite Female Basketball Players Using Laboratory and Field Tests","Scanlan AT, StojanoviÄ‡ E, MilanoviÄ‡ Z, Teramoto M, JeliÄiÄ‡ M, Dalbo VJ.",2021,"10.1123/ijspp.2019-1001","included",
204,"Association between non-obesity and health state among young Japanese male university students","Shiba S, Shiba A.",2020,"10.1589/jpts.32.79","included",
205,"Single bout of exercise triggers the increase of vitamin D blood concentration in adolescent trained boys: a pilot study","Dzik KP, Grzywacz T, Åuszczyk M, Kujach S, Flis DJ, Kaczor JJ.",2022,"10.1038/s41598-022-05783-x","included",
206,"Superior Aerobic Capacity and Indices of Skeletal Muscle Morphology in Chronically Trained Master Endurance Athletes Compared With Untrained Older Adults","McKendry, James; Joanisse, Sophie; Baig, Shanat; Liu, Boyang; Parise, Gianni; Greig, Carolyn A.; Breen, Leigh",2020,"10.1093/gerona/glz142","excluded_abstract","VO2 only estimated"
207,"Cashew apple juice supplementation enhances leukocyte count by reducing oxidative stress after high-intensity exercise in trained and untrained men","Prasertsri, Piyapong; Roengrit, Thapanee; Kanpetta, Yupaporn; Tong-un, Terdthai; Muchimapura, Supaporn; Wattanathorn, Jintanaporn; Leelayuwat, Naruemon",2019,"10.1186/s12970-019-0299-2","excluded_fulltext","VO2 only estimated"
208,"Dispositional self-control: relationships with aerobic capacity and morning surge in blood pressure","May, Ross W.; Seibert, Gregory S.; Sanchez-Gonzalez, Marcos A.; Fitzgerald, Michael C.; Fincham, Frank D.",2017,"10.1080/10253890.2016.1260543","excluded_abstract","VO2 only estimated"
209,"Using Bodyweight as Resistance Can Be a Promising Avenue to Promote Interval Training: Enjoyment Comparisons to Treadmill-Based Protocols","Schaun GZ, Alberton CL.",2022,"10.1080/02701367.2020.1817293","excluded_fulltext","no information regarding the exclusion criteria"
210,"Altered hemodynamics by 4D flow cardiovascular magnetic resonance predict exercise intolerance in repaired coarctation of the aorta: an in vitro study","Mandell JG, Loke YH, Mass PN, Cleveland V, Delaney M, Opfermann J, Aslan S, Krieger A, Hibino N, Olivieri LJ.",2021,"10.1186/s12968-021-00796-3","excluded_abstract","VO2 only estimated"
211,"Beneficial effects of exercise training on cognitive performances during total sleep deprivation in healthy subjects","Sauvet, Fabien; Arnal, Pierrick J.; Tardo-Dino, Pierre-Emmanuel; Drogou, Catherine; Van Beers, Pascal; Erblang, Megane; Guillard, Mathias; Rabat, Arnaud; Malgoyre, Alexandra; Bourrilhon, Cyprien; Leger, Damien; Gomez-Merino, Danielle; Chennaoui, Mounir",2020,"10.1016/j.sleep.2019.07.007","excluded_fulltext","VO2 only estimated"
212,"Physiological parameters depending on two different types of manual wheelchair propulsion","MarszaÅ‚ek J, Kosmol A, MrÃ³z A, Wiszomirska I, Fiok K, Molik B.",2020,"10.1080/10400435.2018.1529005","included",
213,"Training-Load-Guided vs Standardized Endurance Training in Recreational Runners","Schumann, Moritz; Botella, Javier; Karavirta, Laura; Hakkinen, Keijo",2017,"10.1123/ijspp.2016-0093","excluded_fulltext","VO2 only estimated"
214,"Exercise Training Improves but Does Not Normalize Left Ventricular Systolic and Diastolic Function in Adolescents With Type 1 Diabetes","Gusso, Silmara; Pinto, Teresa; Baldi, James C.; Derraik, Jose G. B.; Cutfield, Wayne S.; Hornung, Tim; Hofman, Paul L.",2017,"10.2337/dc16-2347","excluded_fulltext","VO2 only estimated"
215,"Nitric Oxide and Decreases in Resistance Exercise Blood Pressure With Aerobic Exercise Training in Older Individuals","Otsuki, Takeshi; Nakamura, Fumiko; Zempo-Miyaki, Asako",2019,"10.3389/fphys.2019.01204","included",
216,"Reference Values for Cardiopulmonary Exercise Testing in Young Male Slovak Athletes","OlekÅ¡Ã¡k F, Dvoran P, JakuÅ¡ovÃ¡ Ä½, ÄŽurdÃ­k P, Igaz M, BÃ¡novÄin P.",2021,"10.14712/18059694.2021.20","included",
217,"Higher socioeconomic status is related to healthier levels of fatness and fitness already at 3 to 5 years of age: The PREFIT project","Merino-De Haro I, Mora-Gonzalez J, Cadenas-Sanchez C, Borras PA, Benito PJ, Chiva-Bartoll O, Torrijos-NiÃ±o C, Samaniego-SÃ¡nchez C, Quesada-Granados JJ, SÃ¡nchez-Delgado A, Dorado-GarcÃ­a C, GarcÃ­a-MartÃ­nez JM, Vicente-RodrÃ­guez G, Labayen I, Ortega FB; PREFIT project group.",2019,"10.1080/02640414.2018.1558509","excluded_abstract","VO2 only estimated"
218,"Effects of strength vs. endurance training and their combination on physical performance characteristics in female horseback riders","Hyttinen, Anne-Maarit; Hakkinen, Keijo",2020,"10.23736/S0022-4707.20.10380-3","included",
219,"The exercise tolerance test in stroke patients and the evaluation of influencing factors","Gezer, Halise Hande; Karaahmet, Ozgur Zeliha; Erdogdu, Deniz; Gurcay, Eda; Acer, Sevtap; Cakci, Aytul",2017,"10.5606/tftrd.2017.27790","included",
220,"Metabolic Profile and Body Composition in Twins Concordant and Discordant for Physical Exercise","Borges, Michelle V. de O.; Medeiros, Jeane F. P.; de Sousa, Elys C.; da Costa, Jose R. R.; Lemos, Telma M. A. M.; Dantas, Paulo M. S.",2020,"10.1017/thg.2020.58","excluded_fulltext","not in English"
221,"Relationship Between Obesity, Physical Activity, and Cardiorespiratory Fitness Levels in Children and Adolescents in Bosnia and Herzegovina: An Analysis of Gender Differences","Pojskic, Hans; Eslamis, Bahareh",2018,"10.3389/fphys.2018.01734","excluded_abstract","VO2 only estimated"
222,"Effect of Two Strength Training Models on Muscle Power and Strength in Elite Women's Football Players","Pacholek, Martin; Zemkova, Erika",2020,"10.3390/sports8040042","excluded_abstract","VO2 only estimated"
223,"Effects of Arm-cranking Training with Electrical Muscle Stimulation on Vessel Function","Miura H, Ishikawa M, Murakami A, Tamura Y, Deguchi K.",2022,"10.1055/a-1510-9135","included",
224,"The greater effect of high-intensity interval training versus moderate-intensity continuous training on cardioprotection against ischemia-reperfusion injury through Klotho levels and attenuate of myocardial TRPC6 expression","Ramez M, Rajabi H, Ramezani F, Naderi N, Darbandi-Azar A, Nasirinezhad F.",2019,"10.1186/s12872-019-1090-7","excluded_abstract","reasearch not in humans"
225,"Body composition, maximal aerobic performance and inflammatory biomarkers in endurance-trained athletes","Jurimae, Jaak; Tillmann, Vallo; Purge, Priit; Jurimae, Toivo",2017,"10.1111/cpf.12299","included",
226,"Identification of objective (measurable) effects of systematic physical activity of young women participating in Slavica (R) Dance training","Bolek-Adamek, Justyna; Bojar, Damian",2021,"10.29359/BJHPA.13.Spec.Iss1.06","excluded_fulltext","no appropriate test protocol (no exhaustion)"
227,"Aerobic Endurance Training Does Not Protect Bone Against Poorly Controlled Type 1 Diabetes in Young Adult Rats","Hazell, Tom J.; Olver, T. Dylan; Kowalchuk, Hana; McDonald, Matthew W.; Dey, Adwitia; Grise, Kenneth N.; Noble, Earl G.; Melling, C. W. James; Lavery, Paula; Weiler, Hope A.",2017,"10.1007/s00223-016-0227-2","excluded_abstract","reasearch not in humans"
228,"Yo-Yo intermittent recovery test level 2: Cardiorespiratory response and performance in professional soccer players, comparison between under 20 and over 20 years old players","Cabrera Hernandez, Moises Arturo; Tafur Tascon, Luis Javier; Andres Garcia-Corzo, Sergio; Arias Londono, Hernando; Quinones Sanchez, Alexander; Carreno Cano, Gina; Hurtado Gutierrez, Hugo; Tejada Rojas, Carmen Ximena",2018,"10.14198/jhse.2018.13.Proc2.19","included",
229,"Locomotor-respiratory coupling is maintained in simulated moderate altitude in trained distance runners","Fulton, Timothy J.; Paris, Hunter L.; Stickford, Abigail S. L.; Gruber, Allison H.; Mickleborough, Timothy D.; Chapman, Robert F.",2018,"10.1152/japplphysiol.01122.2017","included",
230,"High-intensity interval training and athletic performance in Taekwondo athletes","Monks, Lynne; Seo, Myong-Won; Kim, Hyun-Bae; Jung, Hyun C.; Song, Jong K.",2017,"10.23736/S0022-4707.17.06853-0","included",
231,"Effects of hydrogen rich water on prolonged intermittent exercise","Da Ponte, Alessandro; Giovanelli, Nicola; Nigris, Daniele; Lazzer, Stefano",2018,"10.23736/S0022-4707.17.06883-9","included",
232,"Influence of daily beer or ethanol consumption on physical fitness in response to a high-intensity interval training program. The BEER-HIIT study","Molina-Hidalgo, Cristina; De-la-O, Alejandro; Dote-Montero, Manuel; Amaro-Gahete, Francisco J.; Castillo, Manuel J.",2020,"10.1186/s12970-020-00356-7","included",
233,"Concepts About VO2max and Trainability Are Context Dependent","Joyner, Michael J.; Lundby, Carsten",2018,"10.1249/JES.0000000000000150","excluded_abstract","no primary research"
234,"Remote ischemic preconditioning increases accumulated oxygen deficit in middle-distance runners","Paull, Emily J.; Van Guilder, Gary P.",2019,"10.1152/japplphysiol.00585.2018","excluded_fulltext","VO2 only estimated"
235,"Effects of Strength Training on Postpubertal Adolescent Distance Runners","Blagrove, Richard C.; Howe, Louis P.; Cushion, Emily J.; Spence, Adam; Howatson, Glyn; Pedlar, Charles R.; Hayes, Philip R.",2018,"10.1249/MSS.0000000000001543","excluded_fulltext","no appropriate test protocol (longer than 20 minutes)"
236,"Cardiometabolic Effects of High-Intensity Hybrid Functional Electrical Stimulation Exercise after Spinal Cord Injury","Solinsky, Ryan; Mercier, Hannah; Picard, Glen; Taylor, J. Andrew",2021,"10.1002/pmrj.12507","included",
237,"Comparison of a Traditional Graded Exercise Protocol With a Self-Paced 1-km Test to Assess Maximal Oxygen Consumption","van den Tillaar, Roland; von Heimburg, Erna; Solli, Guro Strom",2020,"10.1123/ijspp.2019-0843","included",
238,"Data inconsistencies and inaccuracies combined with methodological problems render physiological interpretation suspect","Poole, David C.",2017,"10.1007/s00421-017-3578-0","excluded_abstract","no primary research"
239,"Supra-Versus Submaximal Cycle Ergometer Verification of VO2max in Males and Females","Sawyer, Brandon J.; McMahon, Nicholas; Thornhill, Kirsten L.; Baughman, Brett R.; Mahoney, Jenny M.; Pattison, Kai L.; Freeberg, Kaitlin A.; Botts, Ryan T.",2020,"10.3390/sports8120163","included",
240,"Comparison of the Effects of Continuous and Intermittent Exercise on Cerebral Oxygenation and Cognitive Function","Ichinose, Yuya; Morishita, Shinichiro; Suzuki, Rio; Endo, Gaku; Tsubaki, Atsuhiro",2020,"10.1007/978-3-030-34461-0_26","excluded_fulltext","no information regarding the exclusion criteria"
241,"The Role of CO(2) on Respiration and Metabolism During Hypercapnic and Normocapnic Recovery From Exercise","Tsakiris TS, Konstantopoulos AI, Bourdas DI.",2021,"10.1080/02701367.2020.1756196","included",
242,"Moderate-intensity aerobic and resistance exercise is safe and favorably influences body composition in patients with quiescent Inflammatory Bowel Disease: a randomized controlled cross-over trial","Cronin, Owen; Barton, Wiley; Moran, Carthage; Sheehan, Donal; Whiston, Ronan; Nugent, Helena; McCarthy, Yvonne; Molloy, Catherine B.; O'Sullivan, Orla; Cotter, Paul D.; Molloy, Michael G.; Shanahan, Fergus",2019,"10.1186/s12876-019-0952-x","excluded_abstract","VO2 only estimated"
243,"Protein supplementation enhances cerebral oxygenation during exercise in elite basketball players","Ho, Cheng-Feng; Jiao, Ying; Wei, Bing; Yang, Zeyi; Wang, Hsuan-Yun; Wu, Yu-You; Yang, Chi; Tseng, Kuo-Wei; Huang, Chih-Yang; Chen, Chih-Yen; Kuo, Chia-Hua",2018,"10.1016/j.nut.2018.01.015","included",
244,"Exercise reduces the protein abundance of TXNIP and its interacting partner REDD1 in skeletal muscle: potential role for a PKA-mediated mechanism","Chaves AB, Miranda ER, Mey JT, Blackburn BK, Fuller KNZ, Stearns B, Ludlow A, Williamson DL 4th, Houmard JA, Haus JM.",2022,"10.1152/japplphysiol.00229.2021","excluded_fulltext","report not retrieved"
245,"Long-term Exercise Confers Equivalent Neuroprotection in Females Despite Lower Cardiorespiratory Fitness","Marley, Christopher J.; Brugniaux, Julien, V; Davis, Danielle; Calverley, Thomas A.; Owens, Thomas S.; Stacey, Benjamin S.; Tsukamoto, Hayato; Ogoh, Shigehiko; Ainslie, Phillip N.; Bailey, Damian M.",2020,"10.1016/j.neuroscience.2019.12.008","excluded_fulltext","VO2 only estimated"
246,"Preexercise Carbohydrate Ingestion and Transient Hypoglycemia: Fasting versus Feeding","Kondo, Saki; Tanisawa, Kumpei; Suzuki, Katsuhiko; Terada, Shin; Higuchi, Mitsuru",2019,"10.1249/MSS.0000000000001773","excluded_fulltext","no appropriate test protocol (longer than 20 minutes)"
247,"Histological and haemodynamic characterization of right ventricle in sedentary and trained rats with heart failure with preserved ejection fraction","Oliveira MI, Leite S, Barros A, LourenÃ§o AP, Mendes C, Schmidt C, Santos M, Leite-Moreira A, Moreira-GonÃ§alves D.",2021,"10.1113/EP089516","excluded_abstract","reasearch not in humans"
248,"Assessment of Active Video Games' Energy Expenditure in Children with Overweight and Obesity and Differences by Gender","Comeras-Chueca, Cristina; Villalba-Heredia, Lorena; Perez-Llera, Marcos; Lozano-Berges, Gabriel; Marin-Puyalto, Jorge; Vicente-Rodriguez, German; Matute-Llorente, Angel; Casajus, Jose A.; Gonzalez-Aguero, Alejandro",2020,"10.3390/ijerph17186714","included",
249,"Single bout of low-intensity exercise produces modestly favorable changes in glycemic and lipidemic profiles after ingestion of non-isoglucidic breakfasts","Benedini, Stefano; Codella, Roberto; Caumo, Andrea; Terruzzi, Ileana; Luzi, Livio",2019,"10.1016/j.nut.2018.06.005","included",
250,"Optimization of Running Strategies According to the Physiological Parameters for a Two-Runners Model","Fiorini, Camilla",2017,"10.1007/s11538-016-0230-9","excluded_abstract","no primary research"
251,"The short term influence of right ventricular pacing burden on echocardiographic and spiroergometric parameters in patients with preserved left ventricular ejection fraction","Youssef, Akram; Pfluecke, Christian; Dawid, Maciej; Ibrahim, Karim; Guenther, Michael; Kolschmann, Steffen; Richter, Utz; Francke, Alexander; Wunderlich, Carsten; Christoph, Marian",2022,"10.1186/s12872-021-02429-0","excluded_fulltext","VO2 only estimated"
252,"Effect of a Designed Compact Food Bar on Maximal Oxygen Uptake (VO2(Max)) and Exercise Performance in Military Athletes: A Randomized, Single-Blind, Placebo-Controlled Clinical Trial","Hadi, Vahid; Ghayour-Mobarhan, Majid; Ranjbar, Golnaz; Sardar, Mohamad Ali; Moghaddam, Arasb Dabbagh; Nematy, Mohsen; Rezvani, Reza; Pahlavani, Naseh; Hadi, Saeid; Norouzy, Abdolreza; Tehrani, Mostafa Mazaheri",2020,"10.5812/ircmj.100227","included",
253,"Effects of 7-day intake of hydrogen-rich water on physical performance of trained and untrained subjects","TimÃ³n R, Olcina G, GonzÃ¡lez-Custodio A, Camacho-Cardenosa M, Camacho-Cardenosa A, MartÃ­nez Guardado I.",2021,"10.5114/biolsport.2020.98625","included",
254,"Physiological Profile of a 59-Year-Old Male World Record Holder Marathoner","Lepers, Romuald; Bontemps, Bastien; Louis, Julien",2020,"10.1249/MSS.0000000000002181","excluded_fulltext","no information regarding the exclusion criteria"
255,"COMPARISON OF AEROBIC POWER AND CAPACITY BETWEEN ATHLETES FROM DIFFERENT SPORTS","Souza, Fabiano de Barros; Alves Ferreira, Ricardo Cesar; Fernandes, Wendel Simoes; Ribeiro, Wellington; Lazo-Osorio, Rodrigo Alexis",2018,"10.1590/1517-869220182406101651","excluded_fulltext","no information regarding the exclusion criteria"
256,"Acute and delayed impairments of muscle function after a sprint training session performed at different exercise regimens","Dal Pupo, Juliano; Kons, Rafael Lima; Barth, Jonathan; Ache-Dias, Jonathan",2021,"10.1007/s11332-021-00755-6","excluded_abstract","VO2 only estimated"
257,"Feasibility and Health Effects of a 15-Week Combined Exercise Programme for Sedentary Elderly: A Randomised Controlled Trial","Nielsen, Tina-Thea; Moller, Trine K.; Andersen, Lars L.; Zebis, Mette K.; Hansen, Peter R.; Krustrup, Peter",2019,"10.1155/2019/3081029","excluded_fulltext","no information regarding the exclusion criteria"
258,"Relationships between fitness test and kicking velocity in young soccer players","Torreblanca-Martinez, Victor; Gonzalez-Jurado, Jose A.; Otero-Saborido, Fernando M.",2018,"10.23736/S0022-4707.17.07084-0","excluded_abstract","VO2 only estimated"
259,"Biological and methodological factors affecting VÌ‡O2max response variability to endurance training and the influence of exercise intensity prescription","Meyler S, Bottoms L, Muniz-Pumares D.",2021,"10.1113/EP089565","excluded_abstract","no primary research"
260,"MNX (Medium Duration Nutrition and Resistance-Vibration Exercise) Bed-Rest: Effect of Resistance Vibration Exercise Alone or Combined With Whey Protein Supplementation on Cardiovascular System in 21-Day Head-Down Bed Rest","Guinet, Patrick; MacNamara, James Patrick; Berry, Matthieu; Larcher, Francoise; Bareille, Marie-Pierre; Custaud, Marc-Antoine; Pavy-Le Traon, Anne; Levine, Benjamin D.; Navasiolava, Nastassia",2020,"10.3389/fphys.2020.00812","included",
261,"Effects of aerobic exercise training on ACE and ADRB2 gene expression, plasma angiotensin II level, and flow-mediated dilation: a study on obese postmenopausal women with prehypertension","Azadpour N, Tartibian B, KoÅŸar ÅžN.",2017,"10.1097/GME.0000000000000762","included",
262,"[Exercise capacity in children with mild sleep-disordered breathing]","Ricard J, Vlachos H, Dumas ME, Praud JP, Counil FP.",2018,"10.1016/j.rmr.2017.09.010","excluded_abstract","not in English"
263,"Effects of different sprint training programs with ball on explosive, high-intensity and endurance-intensive performances in male young soccer players","Marzouki, Hamza; Ouergui, Ibrahim; Cherni, Bilel; Ben Ayed, Karim; Bouhlel, Ezdine",,"10.1177/17479541211072225","included",
264,"Assessment of energy expenditure during high intensity cycling and running using a heart rate and activity monitor in young active adults","Klass, Malgorzata; Faoro, Vitalie; Carpentier, Alain",2019,"10.1371/journal.pone.0224948","included",
265,"Physical Performance Variables and Bone Parameters in a Group of Young Overweight and Obese Women","Berro, Abdel-Jalil; Al Rassy, Nathalie; Ahmaidi, Said; Sabbagh, Patchina; Khawaja, Anthony; Maalouf, Ghassan; El Hage, Rawad",2019,"10.1016/j.jocd.2018.09.008","excluded_abstract","VO2 only estimated"
266,"Perioperative Factors Influence the Long-Term Outcomes of Children and Adolescents with Repaired Tetralogy of Fallot","Mercer-Rosa, Laura; Zhang, Xuemei; Tanel, Ronn E.; Rychik, Jack; Fogel, Mark A.; Paridon, Stephen M.; Goldmuntz, Elizabeth",2018,"10.1007/s00246-018-1913-9","included",
267,"Effects of Interval Training Under Hypoxia on the Autonomic Nervous System and Arterial and Hemorheological Function in Healthy Women","Park, Hun-Young; Jung, Won-Sang; Kim, Sung-Woo; Lim, Kiwon",2022,"10.2147/IJWH.S344233","excluded_fulltext","no information regarding the exclusion criteria"
268,"Effect of aerobic exercises on students' physical health indicators","Niu, Y.; Zhou, D.; Ma, Z.",2018,"10.1016/j.scispo.2018.01.003","excluded_fulltext","no appropriate test protocol (longer than 20 minutes)"
269,"An Analysis of Variability in Power Output During Indoor and Outdoor Cycling Time Trials","Jeffries O, Waldron M, Patterson SD, Galna B.",2019,"10.1123/ijspp.2018-0539","excluded_fulltext","VO2 only estimated"
270,"Influence of environmental factors on Olympic cross-country mountain bike performance","Brocherie F, Fischer S, De Larochelambert Q, Meric H, Riera F.",2020,"10.1080/23328940.2020.1761577","included",
271,"The indirect and direct pathways between physical fitness and academic achievement on commencement in post-compulsory education in a historical cohort of Danish school youth","Andersen MP, Starkopf L, Sessa M, Mortensen RN, Vardinghus-Nielsen H, BÃ¸ggild H, Lange T, Torp-Pedersen C.",2017,"10.1186/s12889-017-4712-y","excluded_fulltext","VO2 only estimated"
272,"Cardiorespiratory fitness and its association with adiposity indices in young adults","Hingorjo, Mozaffer Rahim; Zehra, Sitwat; Hasan, Zainab; Qureshi, Masood Anwar",2017,"10.12669/pjms.333.12294","excluded_abstract","VO2 only estimated"
273,"Impact of hydrogen-rich gas mixture inhalation through nasal cannula during post-exercise recovery period on subsequent oxidative stress, muscle damage, and exercise performances in men","Shibayama, Yudai; Dobashi, Shohei; Arisawa, Takaaki; Fukuoka, Tamotsu; Koyama, Katsuhiro",2020,"10.4103/2045-9912.304222","excluded_fulltext","report not retrieved"
274,"The Determination of Step Frequency in 3-min Incremental Step-in-Place Tests for Predicting Maximal Oxygen Uptake from Heart Rate Response in Taiwanese Adults","Li, Fang; Chang, Chun-Hao; Ho, Chia-An; Wu, Cheng-You; Yeh, Hung-Chih; Chan, Yuan-Shuo; Cheng, Jia-Yu; Changchien, Wen-Sheng; Ho, Chin-Shan",2022,"10.3390/ijerph19010563","included",
275,"Acute (L)-glutamine supplementation does not improve gastrointestinal permeability, injury or microbial translocation in response to exhaustive high intensity exertional-heat stress","Ogden HB, Fallowfield JL, Child RB, Davison G, Fleming SC, Delves SK, Millyard A, Westwood CS, Layden JD.",2021,"10.1080/17461391.2021.2001575","included",
276,"Similar rates of fat oxidation during graded submaximal exercise in women of different body composition","Kerherve, Hugo A.; Harvey, Leonie M.; Eagles, Alexander N.; McLellan, Chris; Lovell, Dale",2020,"10.1371/journal.pone.0242551","included",
277,"Short-term aerobic training improves heart rate variability in men living with HIV: a pre-post pilot study","da Silva, Candissa Silva; Deresz, Luis Fernando; Castelli, Giovana de Marchi; Dorneles, Gilson Pires; Mignoni, Leticia; Dal Lago, Pedro",2020,"10.1080/25787489.2020.1810452","included",
278,"THE EFFECT OF ARTISTIC GYMNASTICS AND STEP AEROBICS ON PHYSICAL PERFORMANCE IN FIRST-YEAR FEMALE UNIVERSITY STUDENTS NOT RELATED TO SPORT","Avdeeva, M. S.; Belicheva, T., V",2019,"10.14529/hsm190308","excluded_fulltext","no primary research"
279,"High-Intensity Interval Training Increases Cardiac Output and (V) over dotO(2max)","Astorino, Todd A.; Edmunds, Ross M.; Clark, Amy; King, Leesa; Gallant, Rachael A.; Namm, Samantha; Fischer, Anthony; Wood, Kimi M.",2017,"10.1249/MSS.0000000000001099","excluded_fulltext","not in English"
280,"Physical Activity Levels of Adolescents with Type 1 Diabetes Physical Activity in T1D","de Lima, Valderi Abreu; Gomes Mascarenhas, Luis Paulo; Decimo, Juliana Pereira; de Souza, William Cordeiro; Stellfeld Monteiro, Anna Louise; Lahart, Ian; Franca, Suzana Nesi; Leite, Neiva",2017,"10.1123/pes.2016-0199","excluded_fulltext","VO2 only estimated"
281,"Acute Physiological Responses to High-Intensity Resistance Circuit Training vs. Traditional Strength Training in Soccer Players","Marin-Pagan, Cristian; Blazevich, Anthony J.; Chung, Linda H.; Romero-Arenas, Salvador; Freitas, Tomas T.; Alcaraz, Pedro E.",2020,"10.3390/biology9110383","included",
282,"Individualised training at different intensities, in untrained participants, results in similar physiological and performance benefits","Coakley, Sarah L.; Passfield, Louis",2018,"10.1080/02640414.2017.1346269","excluded_fulltext","VO2 only estimated"
283,"Effect of a four-week ketogenic diet on exercise metabolism in CrossFit-trained athletes","Durkalec-Michalski, Krzysztof; Nowaczyk, Paulina M.; Siedzik, Katarzyna",2019,"10.1186/s12970-019-0284-9","included",
284,"EFFECTS OF AQUA-AEROBIC EXERCISE ON THE CARDIOVASCULAR FITNESS AND WEIGHT LOSS AMONG OBESE STUDENTS","Abadi, Fariba Hossein; Elumalai, Gunathevan; Sankaraval, Mohansundar; Ramli, Farizul Athir Bin Mohd",2017,"10.15621/ijphy/2017/v4i5/159422","excluded_abstract","VO2 only estimated"
285,"MAXIMAL FAT OXIDATION DURING AEROBIC EXERCISE IN ADOLESCENTS WITH TYPE 1 DIABETES","de Jesus, Incare Correa; Gomes Mascarenhas, Luis Paulo; de Lima, Valderi Abreu; Decimo, Juliana Pereira; Nesi-Franca, Suzana; Leite, Neiva",2019,"10.1590/1517-869220192504189259","included",
286,"Smartphone-Assisted High-Intensity Interval Training in Inflammatory Rheumatic Disease Patients: Randomized Controlled Trial","Haglo, Havard; Wang, Eivind; Berg, Ole Kristian; Hoff, Jan; Helgerud, Jan",2021,"10.2196/28124","included",
287,"Training to Compete at Altitude: Natural Altitude or Simulated Live High:Train Low?","Carr, Amelia J.; Garvican-Lewis, Laura A.; Valiance, Brent S.; Drake, Andrew P.; Saunders, Philo U.; Humberstone, Clare E.; Gore, Christopher J.",2019,"10.1123/ijspp.2018-0099","excluded_fulltext","VO2 only estimated"
288,"Survival of the Fittest","Mancini, Donna; Gibson, Gregory T.",2021,"10.1016/j.jchf.2021.06.012","excluded_abstract","no primary research"
289,"Intermittent fasting & performance: The iFast clinical trial protocol","El-Outa A, Ghandour L, Hamade H, Borgi C, Fares EJ, Gherbal T, Mufarrij A.",2021,"10.1016/j.conctc.2021.100766","excluded_abstract","no primary research"
290,"Respiratory outcomes after preterm birth","Hart, Kylie; Cousins, Michael; Kotecha, Sailesh",2017,"10.23736/S0026-4954.17.01781-3","excluded_abstract","no primary research"
291,"Effect of somatic maturity on the aerobic and anaerobic adaptations to sprint interval training","Beyer, Kyle S.; Stout, Jeffrey R.; Redd, Michael J.; Baker, Kayla M.; Church, David D.; Bergstrom, Haley C.; Hoffman, Jay R.; Fukuda, David H.",2020,"10.14814/phy2.14426","excluded_fulltext","no information regarding the exclusion criteria"
292,"Substrate oxidation and the influence of breakfast in normobaric hypoxia and normoxia","Griffiths, Alex; Deighton, Kevin; Shannon, Oliver M.; Matu, Jamie; King, Roderick; O'Hara, John P.",2019,"10.1007/s00421-019-04179-6","included",
293,"Effects of morning vs. evening combined strength and endurance training on physical performance, sleep and well-being","Kuusmaa-Schildt, M.; Liukkonen, J.; Vuong, M. K.; Nyman, K.; Hakkinen, K.; Hakkinen, A.",2019,"10.1080/07420528.2019.1592184","included",
294,"Cardiorespiratory fitness and response to exercise treatment in depression","Rahman, Md Shafiqur; Helgadottir, Bjorg; Hallgren, Mats; Forsell, Yvonne; Stubbs, Brendon; Vancampfort, Davy; Ekblom, Orjan",2018,"10.1192/bjo.2018.45","excluded_abstract","VO2 only estimated"
295,"Comparison of the functional and cardiovascular effects of home-based versus supervised hospital circuit training exercises in male wheelchair users with chronic paraplegia","Kesiktas, Fatma Nur; Kasikcioglu, Erdem; Paker, Nurdan; Bayraktar, Bulent; Karan, Ayse; Ketenci, Aysegul; Muslumanoglu, Lutfiye",2021,"10.5606/tftrd.2021.6533","included",
296,"Effect of Chlorella-derived multicomponent supplementation on maximal oxygen uptake and serum vitamin B-2 concentration in young men","Zempo-Miyaki, Asako; Maeda, Seiji; Otsuki, Takeshi",2017,"10.3164/jcbn.17-36","included",
297,"The Evolution of Champion Cross-Country-Skier Training: From Lumberjacks to Professional Athletes","Sandbakk, Oyvind",2017,"10.1123/ijspp.2016-0816","excluded_abstract","no primary research"
298,"Four-month operational heat acclimatization positively affects the level of heat tolerance 6 months later","Malgoyre, Alexandra; Siracusa, Julien; Tardo-Dino, Pierre-Emmanuel; Garcia-Vicencio, Sebastian; Koulmann, Nathalie; Epstein, Yoram; Charlot, Keyne",2020,"10.1038/s41598-020-77358-7","excluded_fulltext","report not retrieved"
299,"Isoprostanes as markers for muscle aging in older athletes","Vinel C, Pereira O, Dupuy A, Bertrand-Michel J, Laoudj-Chenivesse D, Rolland Y, RiviÃ¨re D, Valet P, Dray C, Pillard F.",2017,"10.1016/j.biopen.2017.12.001","excluded_abstract","VO2 only estimated"
300,"Lower Leg Length is Associated with Running Economy in High Level Caucasian Distance Runners","Laumets, Rauno; Viigipuu, Karel; Mooses, Kerli; Maestu, Jarek; Purge, Priit; Pehme, Ando; Kaasik, Priit; Mooses, Martin",2017,"10.1515/hukin-2017-0040","excluded_fulltext","no appropriate test protocol (longer than 20 minutes)"
